,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
114,Data Scientist,Range: ₹34K - ₹37K<span> monthly</span>,"Location: Bhubaneswar/

Technology:
Job Descriptions:
Any BE/ B.Tech / M. Tech/ MCA minimum 1-5 year expertise. Good in Mathematics & Statistics (Distributions, Statistical testing, Regression), Machine Learning & Algorithm (k-NN, Naive Bayes, SVM, Decision Forests), R/WEKA/NumPy, Data Visualization tools (D3.js, GGPlot), SQL, Hive, Pig, NoSQL databases (MongoDB, Cassandra, HBase), Good scripting and programming skills

Send your Resume at: hr@silicontechlab.com",3.2,"SILICON TECHLAB
3.2",Bhubaneswar,-1,1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
115,Data Scientist,Range: ₹10K - ₹10K<span> monthly</span>,"Requirements
Should have good knowledge of statistics and machine learning techniques
Should able able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value
Should have good problem solving skills
Should have working knowledge or experience with tools such as R, Matlab etc
Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve customer problem
Should be able to prepare datasets, tune params, select set of attributes etc to ensure the model trained solves the problem in efficient manner

Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance

Skills and Qualifications
Excellent understanding of machine learning techniques and algorithms, such as Classification, regression, RF, CRF, SVM, Clustering, CNN, Neural network etc...
Experience with common data science toolkits, such as R, Matlab, Python related etc.
Experience with data visualisation tools, such as D3.js, GGplot, etc. to present the observation or solution in simple and consummabale manner on dashboard
Proficiency in using query languages such as R, SQL etc. Experience in Python is plus
Experience with various sdks like mitie, dib, stanford NLP, etc are preferred
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Understand the high level problem and provide set of solutions to solve it using machine learning or otherwise
We’re looking for someone with 5-8 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field",3.8,"IQLECT
3.8",Bengaluru,"Bengaluru, India",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
116,Data Scientist,Range: ₹36K - ₹40K<span> monthly</span>,"About the Company

Meesho is India’s top reselling platform, used by more than 1 million resellers across the country. Resellers are small business owners and home entrepreneurs who sell stuff using Meesho, within their extended social circles. Meesho is reimagining e-commerce for India, and building a platform for the next 20 million entrepreneurs in the country.

Meesho is one of the fastest growing startups in the world, and is backed by top investors globally, including DST Global, YCombinator and Sequoia. You can read more about Meesho’s journey on TechCrunch.

About the role

As a data driven organisation with the core mission of empowering 20 million entrepreneurs throughout the country, Data scientists are an integral part of the Meesho team. You'll develop models and run experiments to infer insights from hard data that meaningfully impacts our 1Million+ resellers. From improving our product usability to identifying new growth opportunities data scientists help all teams within Meesho develop effective solutions.

Here are some of the problems you'll be working on: -

- Understanding reseller preferences to provide them with the most relevant products

- Modelling which resellers will be the most impacted by changes in our incentive structures

- Designing discount programs to help our resellers sell more

- Inferring insights from our existing data to identify new growth opportunities

- Designing experiments to improve usability across our product suite

- How can you help resellers better recognise end customer preferences to improve their revenue?

- Using data to identify bottlenecks that helps our suppliers meet their SLA requirements

- What frontend visualisations will best help category managers understand the current demand for products?

- Modelling seasonal demand to predict key organisational metrics

Mandatory Requirements:-
Bachelor’s Degree from a Tier 1 school (IIT, NIT, IIIT, BITS, DCE)
1-3 years of experience as a Data Scientist
Familiarity with concepts like Neural Networks, Machine Learning etc and tools like SQL, R, Python
Capabilities The ideal candidate for this role has:-
A good understanding of and belief in Meesho’s business model and product
Strong understanding of Statistics and Linear Algebra
Strong understanding of hypothesis/model testing and ability to identify common model testing errors like overfitting, underfitting, type I and type II errors
Experience designing and running A/B tests and drawing insights from them
Familiarity with Python or R, proficiency with SQL
Strong communication skills to explain your analysis
Bonus points We will prefer candidates who have:-
A Computer Science degree
Experience in working on personalization or other ML problems
Familiarity with Big Data tech stack like Apache Spark, Hadoop, Redshift",3.8,"Meesho
3.8",Bengaluru,"Bengaluru, India",501 to 1000 employees,2015,Company - Private,"Department, Clothing, & Shoe Shops",Retail,Unknown / Non-Applicable,"GlowRoad, Shop101, Wooplr"
117,Data Scientist,Range: ₹627K - ₹679K<span></span>,"Position: Data Scientist

About us: WebMD Health Corp., an Internet Brands Company, is the leading provider of health information services, serving patients, physicians, health care professionals, employers, and health plans through our public and private online portals, mobile platforms, and health-focused publications. The WebMD Health Network includes WebMD Health, Medscape, Jobson Healthcare Information, prIME Oncology, MediQuality, Frontline, QxMD, Vitals Consumer Services, MedicineNet, eMedicineHealth, RxList, OnHealth, Medscape Education, and other owned WebMD sites. WebMD®, Medscape®, CME Circle®, Medpulse®, eMedicine®, MedicineNet®, theheart.org®, and RxList® are among the trademarks of WebMD Health Corp. or its subsidiaries.

Aptus Health is a wholly-owned subsidiary of WebMD. As the analytics arm of Aptus Health, we help our clients and our products realize their potential. Helping understand customer behaviour and traits is at the core of what we do. A team of 8 members, we are analogous to a start-up centre with hands-on responsibility for every member.

Role & Responsibilities:


The selected candidate will work on the following:
• Work with real-world case studies in Data Science and a chance to implement various modeling techniques
• Get real-life experience of working with big data in the digital marketing sphere.
• Opportunity to independently execute and lead analytical projects and assignments
• Help solve some challenging Healthcare related digital marketing problems globally. Transform business question into data requirements; collect and merge the data; analyse the data, link it to the business reality and present the results
• Develop predictive models and machine learning algorithms to study the change in physician prescribing behaviour as well as WebMD integrated campaign response behaviour. Build analysis to understand user engagement and behaviours across various WebMD products.
• Build expertise in data preparation, data visualisations and transformations through SAS, R, Tableau and other analytical tools.

Technical Skills needed:
• Experience with data manipulation in SQL environment is a must. Knowledge of Snowflake data warehousing is good to have

• Experience with statistical and data manipulation tools such as SAS or R is a must • Need very good expertise in using Microsoft Excel, and Microsoft PowerPoint. Excellent presentation skills required

• Experience developing statistical models like hypothesis testing, regression models, classifications models, forecasting etc is a must

• Algorithm designing and implementation skills in R or Python is required

Requirements:
• B.Tech/B.E. / MSc Statistics from premier institutes with minimum 80% marks in 10th and 12th grade
• 1.5-2.5 years of relevant work experience in Analytics field",3.4,"Aptus Health
3.4",Mumbai,"Reading, MA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
118,Data Scientist,-1,"Experience
– 2 to 4 Years
Education
– B.Sc / M.Sc (Maths / Statistics) B.Tech /B.E. – Computer Science

Job Description:
2 - 4 years of experience in machine learning and data mining
Excellent understanding of different software such as Perl, Python, Hadoop, Java and R programming
Strong technical background and have excellent problem-solving abilities
Good in at least one programming or scripting language
Understanding of databases and ability to write SQL queries
Excellent oral and written communication skills with business acumen
Should be a self-starter with high initiative and enthusiastic to learn and deliver on latest tools and technologies
Experience worked in big data environment is an added advantage",-1,Sybrant Data,Chennai,-1,-1,-1,-1,-1,-1,-1,-1
119,DATA SCIENTIST,Range: ₹280K - ₹300K<span></span>,"The required skills are :


Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
Need Strong mathematical background (calculus, linearalgebra, probability and statistics).
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script

Position Type : Permanent

Qualification : Any postgraduate degree with analytics

Experience : 0 - 4 Yrs

Salary Package :Best in Industry
Job Location : Calicut, Kerala, India

Recruitment Process : Technical Interview & HR interview",4.0,"Tech27 Systems
4.0",Kozhikode,"Aberdeen, United Kingdom",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
120,Data Scientist,-1,"Experience : 2+ years

What will you do:
Should have working knowledge of relational Database designs (SQL Server, MySQL, Oracle).
Should have knowledge of Queue management systems (Redis, MSMQ, RabitMQ etc).
Should have knowledge of SQL query, Stored Procedures, Functions.
Should have knowledge of No SQL will be an added advantage.
Shall analyze, define and document system requirements for data, workflow, logical processes, interfaces with other systems, auditing, reporting requirements and production configuration.
Shall write and maintain functional and technical specifications.
Shall create scripts and packages for data integration, data maintenance or bug fixes.
Shall analyze code for problem resolution and performance optimizations.
Shall write SQL statement for ad-hoc report generation.

What we can offer

Are a young organization and the workplace is an extension of our families back home
Mondays and Fridays have the same effect on us
Value positive vibes, honesty, sense of judgment, empathy and self-motivation
Believe in experimentation and don't think of new things as daunting enough to take up at any point in time
Are looking for driven and focused individuals
Will be more than happy to hear from you

We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, [email protected] :).",-1,big tree,Mumbai,"Großostheim, Germany",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
121,Data Scientist,Range: ₹16K - ₹18K<span> monthly</span>,"Experience: 2-5 Years

Job Summary

Design and execute statistical analysis, modelling, and simulation efforts for clients that lead to actionable decisions affecting operations.

Analyse data sets to summarize, identify trends, predict future states, and characterize uncertainty.

Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, and R.

Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory.

Use statistical theory on modelling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.

Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modelling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in Python for ML model development.
Experience with machine learning & Deep learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Skills and Abilities Required for Consideration:
Sound experience in using statistical and data mining techniques to solve real business problems
Having skills on Python for ML model Development
Passion for problem-solving, developing creative solutions, and continuous learning.
1+ years of Experience in Automotive / Mechanical background.
2+ years of ML/ Data science Experience
Good to have: Having worked on connected device. Having Idea on Clustering etc
Preferred : Deep Learning with Pytorch or TensorFLow Location: Bangalore",4.0,"Careator Technologies
4.0",Bengaluru,"Hyderabad, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
122,Data Scientist,Range: ₹21K - ₹23K<span> monthly</span>,"Job Type: Full Time
Location: Bangalore

Purpose of Position:
The purpose of hiring this person is for his Robust experience in the area of Software Development in Computer Vision using a blend of traditional Image Processing based & modern Machine Learning/Deep Learning based techniques.

Roles & Responsibilities:
Experience with object detection, tracking, classification, recognition, scene understanding.
Excellent programming & rapid prototyping skills in Python & C / C++ (Optionally).
Exposure to Data structures / Algorithms is a must.
Expertise on OpenCV, DLib.
Excellent knowledge on any / all of the given concepts in Computer Vision – namely Image Classification, Object Detection and Semantic Segmentation developed using state of the art deep learning algorithms.
Hands on experience in developing efficient and real-time convolution neural network models.
Hands on working experience with anyone of the deep learning frameworks – TensorFlow, Caffe, Pytorch, Keras, MXNet, Theano.
Exposure to model compression and pruning in deep learning.
Familiarity with GPU computing (CUDA, OpenCL) and HPC.
Experience / exposure to usage of Open Source technologies.
Experience / exposure to Product development methodologies & Software Engineering processes.
Experience in owning technical architecture of the products, planning roadmaps & technically managing the team.
Job Requirements::
BE / B.Tech, MS/M.Tech (Electronics, Computer Science or related) Experience – 4+ Years.
Strong Problem Solving & Communication skills.
Highly Motivated, Creative and a Team player.",4.0,"Lincode
4.0",Bengaluru,"Menlo Park, CA",1 to 50 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹50 million (INR),-1
123,Data Scientist,"Range: ₹1,322K - ₹1,443K<span></span>","LocationIndia / US / EuropeExperience2 YearsAcademic Qualification:B.S, B.E., B.Tech/MBA from top-tier Engineering /B-School ORMasters in Statistics/Economics from leading UniversityOverviewContinuous, growth opportunities for career progression and personal developmentProfessional, stimulating, continuous learning, work environment based on camaraderie, individual mentorship, on-the-job and corporate trainingCompetitive and performance-oriented compensation and employee benefits packageIndustry benchmarked HR policies and practices, particularly in areas such as Performance Management, Learning and Professional Development, Career Planning and Compensation and Rewards.Roles and responsibilitiesWill involve teamwork as well as work in which individual contribution will be needed.Clear, articulate and confident written and verbal communication skills.Working experience in Advanced Analytics Techniques Predictive modelling Time series forecasting Machine Learning etc.The role will require a sound understanding of business functions, statistical concepts and algorithm design/implementation skills.Core responsibilities include leveraging data science to solve business cases, training other team members, and contributing to pre-sales through quick execution of PoCs. Typical activities will include:Interacting with business stake holders for gathering requirementsAnalysing data to develop key insights on business trends and performanceApplying statistical/mathematical algorithms as needed to address specific business problemsProficiency in using query languages such as SQL(preferable), Hive, Pig, R, SAS, PythonAdditional Skills (preferred)Will involve teamwork as well as work in which individual contribution will be needed.Intermediate querying and scripting skills in SQLExperience in relevant field such as Statistics, Computer Science or Applied Math.SPOCBuddhadeb BhattacharjeeMail toBuddhadeb.bhattacharjee@tcg-digital.com",3.0,"TCG Digital
3.0",India,"Somerset, NJ",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
124,Data Scientist,Range: ₹10K - ₹10K<span> monthly</span>,"Required Skills:
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, etc
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig, etc.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Good to have:
Master’s degree in stats, applied math, or related discipline
2+ years of project management experience
Professional certifications",4.0,"Aptagrim Consulting
4.0",Hyderabad,"Singapore, Singapore",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
125,"Data Scientist (SQL, Python, Statistics and Machine Learning)","Range: ₹692K - ₹2,125K<span></span>","Springer Nature opens the doors to discovery for researchers, educators, clinicians and other professionals. Every day, around the globe, our imprints, books, journals, platforms and technology solutions reach millions of people. For over 175 years our brands and imprints have been a trusted source of knowledge to these communities and today, more than ever, we see it as our responsibility to ensure that fundamental knowledge can be found, verified, understood and used by our communities – enabling them to improve outcomes, make progress, and benefit the generations that follow.

Visit: group.springernature.com and follow @SpringerNature

Springer Nature is seeking a highly motivated Data Scientist for its highly-regarded Analytics Centre of Excellence serving the Research division that includes Nature, Springer, BioMedCentral and Scientific American.

As a Data Scientist, you’ll be analyzing big data from very highly trafficked websites and content. You will provide actionable analysis and insight into the behavior of researchers in both their roles as authors and users of scientific information, as well as general trends in the world of research. You will help drive change that improves their experience with Springer Nature, supporting our purpose to advance discovery.

Roles and Responsibilities

Write code for gathering, analysing and blending data
Running experiments and creating models and data summaries to produce business and customer insights
Create reports and presentations giving recommendations on how to further improve Springer Nature’s products, services and platforms
Build strong and proactive relationships with relevant business stakeholders and senior management, providing insights and analytics to support in achieving the strategic goals of the business
Increase the adoption of data science, standardise analytics tools across the organization, improve data management and reporting, and make data-led insight accessible to the business
Being an advocate for a data-driven culture, share thought leadership on tools and best practices
Introducing compelling data visualizations and interactive dashboards that allow good monitoring and decision-making in a timely manner
Leading the journey towards more advanced and predictive analytics using statistical modelling, machine learning and AI

Role Requirements:
University degree with a strong analytical/quantitative background or equivalent experience Demonstrable experience in cleansing and combining data using software and tools like SQL, Big Query, Python/R, Tableau
Demonstrable experience writing working code for data science or similar, in either R or Python
Excellent statistical and machine learning skills
Excellent communication skills with the ability to tell compelling stories from the data
Demonstrable experience in identifying patterns and connecting different pieces of information to deliver unobvious insights, drawing information from diverse and varied sources of data.
Excellent analytical and problem solving capabilities
Well organized and accurate with good time management
Good networker, able to build up effective relations with internal business partners
Visit the Springer Nature Editorial and Publishing website at www.springernature.com/editorial-and-publishing-jobs for more information about our Research E&P career opportunities.",3.3,"Springer Nature
3.3",Pune,"Heidelberg, Germany",10000+ employees,2015,Company - Private,Publishing,Media,Unknown / Non-Applicable,-1
126,Data Scientist,Range: ₹497K - ₹840K<span></span>,"Job Description – Data Scientist
Roles & Responsibilities:
Ability to understand a problem statement and implement solutions & techniques for solving natural language processing, text analytics, and information extraction problems, as well as structured data problems.
Work and collaborate with other teams to deliver and create value for clients
Fast learner: ability to learn and pick up a new language/tool/ platform quickly
Conceptualize, design and deliver high-quality solutions and insightful analysis
Conduct research and prototyping innovations; data and requirements gathering; solution scoping and architecture; consulting clients and client facing teams on advanced statistical and machine learning problems.
Come up with actionable ideas to solve problems and implement those ideas.
Communicate context, data, solution and implications to the team, senior leaders and stakeholders.


Skills:
Intermediate to expert level proficiency in at least one of Python and R
Ability to discover effective solutions to complex problems. Strong skills in data-structures and algorithms.
Experience of working on a project end-to-end: problem scoping, data gathering, EDA, modeling, insights, and visualizations
Problem-solving: Ability to break the problem into small problems and think of relevant techniques which can be explored & used to cater to those
Intermediate to advanced knowledge of regular expressions, machine learning, probability theory, information theory, statistics, and algorithms. Discuss and use various algorithms and approaches on a daily basis.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL, etc.


Qualifications & Experience :
Bachelor's or Master's degree in engineering.
Good knowledge of Basic Statistics (Hypothesis testing, probability, distributions, etc.)
Exposure towards multivariate statistical Analysis (such as PCA, PLS, etc.).
Strong in Machine learning and supervised Learning techniques such as ANN, Decision Trees, SVM, Naïve Bayes etc.
Knowledge on Unsupervised learning techniques such as k-means, hierarchical clustering etc.",3.5,"CoStrategix Technologies
3.5",Bengaluru,"Cincinnati, OH",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
127,Data Scientist,-1,"Our client is seeking a creative Data Scientist to explore unstructured data from diverse sources in order to extract insights that enable us to create new investment strategies. The candidate should demonstrate a wealth of experience in building models that required advanced machine learning and statistical analysis.

In this position, you will be a cornerstone member collaborating closely with our researchers and engineers to test research hypotheses and build forecasting models. You will play a key role in the global race for financial firms to adopt data-driven investment strategies and your research will have the potential to shape the nascent field of quantitative finance.

The company is looking for a deeply curious candidate who is expert at extracting signal out of flawed data to make valid inferences. You are fascinated and energized by cutting-edge, data-driven techniques increasingly utilized in the financial world. Excited to leverage your data science skills, you can imagine yourself thriving in the fast pace, highly experimental of a start-up.

What you’ll do
Modelling research hypotheses and assumptions of financial experts by pulling all the necessary data from disparate sources and designing and validating models that transform that data into actionable insights
Developing and testing the most predictive and robust statistical, machine learning, and deep learning methods to forecast factors, features, metrics, drivers, etc.
Tackle the challenges of featurizing and modelling large and unstructured data using machine learning and statistical techniques
Manage all aspects of the research and execution process including methodology selection, data collection and quality, modelling and analysis, and performance monitoring
Iterating quickly to test the additive impact of new data and research findings on alpha generation
Deliver research findings to investment teams, portfolio managers, and partners
What’s required:
Advanced degree in computer science, machine learning, applied mathematics, or another technical discipline
Experience in text mining/NLP in a relevant field researching real-world data problems (though not necessarily in finance)
3+ years of experience in data analysis and utilizing statistical modeling techniques (e.g. machine learning, deep learning, or signal processing)
Ability to extract data from varied stores (t-sql, hadoop) and write code for models that can stand up to large datasets (python, spark)
Creative thinker excited by the prospect of ideating and evaluating experiments
Background in time series analysis and interest in time series-related machine learning research
Excited by a high learning curve in the field of financial technology
Excellent written and oral communicator of data-driven findings
Company’s culture:
The company is driven by the mission of shaping the future of investment management. They have an international and multicultural team of creative and open-minded problem solvers.

Combining the best talents from physics, computer science, mathematics, social sciences and finance, the company all together are striving for constant innovation.

For your valuable work, the company offers:
Highly dynamic, innovative, passionate and entrepreneurial team
Open and inclusive company culture
Autonomous and self-managed agile teams
About the company:
The company, backed by leading industry giants, is a developing next generation technology to revolutionize how investment decisions are made. The company offers differentiated, amplified and future-oriented investment intelligence mined from alternative data. Extracting early signals from the vast amount of data, empowering investment professionals with unique investible insight and hence better returns. From hedge fund to asset manager, they help our clients to enhance their investment models and derive information edge from a variety of data sources.

Location: Gurgaon, India

Job Type: Permanent and Full-Tim",5.0,"itForte
5.0",Gurgaon,"New Delhi, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
128,Data Scientist,Range: ₹21K - ₹22K<span> monthly</span>,"About Company:
Casepoint provides full eDiscovery capabilities through a powerful, secure, cloud-based platform. We are repeatedly chosen by leading law firms and multinational corporations for their largest matters. On an upward trajectory for almost a decade, Casepoint is looking to expand its team globally. Team cooperation, work hard, play hard attitude, open communication, and kindness mark Casepoints culture.
Job Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products
Key job responsibilities:
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending companys data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Required skills & experience
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Logistic Regression (LR), Linear Discriminant Analysis (LDA), K-Nearest Neighbors (KNN), Classification and Regression Trees (CART), Gaussian Naive Bayes (NB), Support Vector Machines (SVM).
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirableX
Great communication skills
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Compensation & culture:
Excellent culture produces an excellent product. We value our team members, so we provide a nurturing environment of camaraderie. We recognize talent with competitive compensation and career empowerment.
Location: Surat, India",3.4,"Casepoint Pvt. Ltd
3.4",Surat,"Washington, DC",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
129,Data Scientist,Range: ₹165K - ₹176K<span> monthly</span>,"Data Scientist
Job Description


ITS Data Scientist

Job Description Summary

The ITS Data Scientist is responsible for integrating business, information, and technology into analytical models that help drive business performance and competitive advantage and providing the business with answers to questions. The role collaborates with Business, IT Functional Engineers and Platform architects to create value from varied data sources. Creating value from data requires a range of talents: from data integration and preparation, to architecting specialized computing/database environments, to data mining and intelligent algorithm development.

Hiring Requirements

Job Details

Development of analytics to help drive competitive advantage from data with accountabilities across multiple functional and technical areas with wide range of complexity.
The Data Scientist must understand medium/complex data types (integrate, manipulate, prepare), know advanced analytics (appropriate techniques, interpret data and diagnose models, meet business requirements), and focus on the business outcomes (goals, constraints, decisions while communicating outcomes via presentations).
Develop models and algorithms that drive innovation throughout the organization. This may include marketing, supply chain, inventory planning and deployment, network planning, order routing, and order fulfillment and delivery.
Conduct advanced statistical analysis to provide actionable insights, identify trends, and measure performance Build learning systems that monitor data flows and react to changes in customer preferences, network constraints, and business objectives.
Collaborate with engineers to implement and deploy scalable solutions Provide thought leadership by researching best practices, conducting experiments, and collaborating with industry leaders.
Partners as a bridge between the business and the information management teams to make sure that the solution fits within the data management principals.
Coordinates data science implementations while leading design variances based upon business needs while ensuring artifacts and repositories are documented.
Manages engagements with vendors as they relate to evaluation, design and delivery of business capabilities.
Contributes to the evaluation and selection of software product standards.
Leader in industry representation, policy formation, User Groups, and strategic direction
Mentors others to complete Continuous Improvement (CI) initiatives; consults and shares knowledge across org; awareness of industry trends.
Education required/ preferred:
MS/PhD in computer science, statistics, or operations research or related technical discipline.
Experience:
3-5+ years of continuous experience in software engineering, software development, solution architecture
Knowledge of machine learning, statistics, optimization or related field
Experience with R, Python, Matlab is required
Experience building machine learning application in areas like time series forecasting, classification models, clustering models, multivariate regression models etc
Experience in Microsoft Azure Stack in the Cloud with focus on Data Factory, Data Bricks, BLOBs, Data Lake Storage, ML Studio, Azure Analysis Services, Azure Data Warehouse, Power BI etc
Experience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark, Python, R, Gurobi, MySQL, etc.)
Excellent written and verbal communication skills along with strong desire to work in cross functional teams
Consumer products experience in an online and/or retail/manufacturing environment is preferred
Possess strong leadership skills and exhibit creative thinking to be able to come up with inventive solutions to solve business challenges
Provide thought leadership while keeping up with industry trends and disseminating information across the organization
Experience working with blended teams consisting of employees, vendors, and consultants with both onshore and offshore resources
Strong Technical leadership of advanced analytics teams and vendors
Extensive experience collaborating with Enterprise Architects and infrastructure engineers to identify, design, and implement highly complex, end-to-end solutions
Cultivates networking opportunities within the organization
Broad range of business and IT experiences; Has achieved technical and/or business certification(s).
Global VISA and Relocation Specifications:
K-C requires that an employee have authorization to work in the country in which the role is based. In the event an applicant does not have current work authorization, K-C will determine, in its sole discretion, whether to sponsor an individual for work authorization. However, based on immigration requirements, not all roles are suitable for sponsorship.
This role is available for local candidates already authorized to work in the role’s country only. K-C will not provide relocation support for this role.
Primary Location
IT Centre Bangalore GDTC
Additional Locations
Worker Type
Employee
Worker Sub-Type
Regular
Time Type
Full time",3.9,"Kimberly-Clark
3.9",Bengaluru,"Irving, TX",10000+ employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,₹500+ billion (INR),"Procter & Gamble, Georgia-Pacific, Unilever"
130,Data Scientist,"Range: ₹187K - ₹1,530K<span></span>","Data Scientist Bangalore As a fully functioning analytics team member, applies best practices to analytics solutions and contributes to the development of improved best practices. Below are the MUST HAVES: • Experience as Data Scientist - Fortune 100 Clients - Prefer Product Base. • Data analysis experience working with large-scale data. • Strong experience using Python & SQL for analysis, modeling, and data visualization.
Advanced statistics, data mining and modeling knowledge. Requirements: • Advanced Python for Data Science (descriptive / predictive models) + Strong Stats background Own the end to end data science process, from initiation to deployment, and through ongoing communication and collaboration. • Drive personalization, real-time decision-making, causal inference, and predictive analytics capabilities through the application of Machine Learning, Deep Learning, NLP, and Simulation in an agile development framework. • Conduct quantitative analysis of experimental, and textual data to generate insights and drive decision making (ANOVA, Regression, Chi-Sq, AB, pre-post etc..) Working knowledge of SQL, Tableau, Hadoop, BigQuery, Presto, Vertica Write well documented code that can be shared and used across teams, and can scale to be used in existing products",3.3,"Calsoft Labs
3.3",Bengaluru,"Bengaluru, India",1001 to 5000 employees,1992,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Mindtree, Happiest Minds Technologies, Altran Americas"
131,Data Scientist,Range: ₹621K - ₹667K<span></span>,"Perform data-mining, modeling and hypothesis generation in support of high-level business goals.
Stay current with emerging tools and techniques in machine learning, statistical modeling & analytics.
Strong aptitudes for business, technology, mathematics & statistics.
Need strong oral & written communication skills to present data as a concise story for diverse audiences.
Develop customized algorithms to solve analytical problems with incomplete data sets.

Skills Needed:
R/Python Programming

SQL

Statistical Modeling

Machine Learning Techniques

Knowledge on Software Development is an added advantage",2.5,"BrandIdea Consultancy P Ltd
2.5",Chennai,"Mumbai, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
